frame,timestamp,mean_magnitude_px_frame,mean_signal
959,2025-12-04 17:51:06.588160,1.149602,94.29101872421454
960,2025-12-04 17:51:06.625690,0.9069002,95.3519064242644
961,2025-12-04 17:51:06.654970,1.2907931,94.45699777848301
962,2025-12-04 17:51:06.944733,1.0227234,93.98871106678152
963,2025-12-04 17:51:06.959371,0.89603305,93.93421589518067
964,2025-12-04 17:51:06.994722,0.990068,93.77503740309199
965,2025-12-04 17:51:07.033671,1.0579265,93.70050324160131
966,2025-12-04 17:51:07.318822,1.1899999,93.65965453144126
967,2025-12-04 17:51:07.349732,1.0006423,93.74520560366324
968,2025-12-04 17:51:07.386435,1.023668,93.92868477127442
969,2025-12-04 17:51:07.618835,1.0773185,93.8770911728703
970,2025-12-04 17:51:07.634812,1.1038336,93.880446116879
971,2025-12-04 17:51:07.677950,0.9564399,93.9612367955751
972,2025-12-04 17:51:07.700768,0.92759216,94.05009747472458
973,2025-12-04 17:51:08.000802,1.0755228,94.04637983406629
974,2025-12-04 17:51:08.012352,1.2438351,94.06129573378065
975,2025-12-04 17:51:08.052255,1.2489492,94.46701727342794
976,2025-12-04 17:51:08.303215,1.1027735,94.35022895226005
977,2025-12-04 17:51:08.316346,1.0765508,94.31627147844222
978,2025-12-04 17:51:08.353864,1.003826,94.40812440495081
979,2025-12-04 17:51:08.383896,0.8643579,94.5737407625697
980,2025-12-04 17:51:08.688303,0.8986284,94.45681643015823
981,2025-12-04 17:51:08.706886,0.9639565,94.48270390352269
982,2025-12-04 17:51:08.742571,0.8950427,94.40422541596772
983,2025-12-04 17:51:08.771035,0.90004414,94.18121231355126
984,2025-12-04 17:51:09.057898,1.033683,94.38137552704357
985,2025-12-04 17:51:09.071611,0.9958026,94.07929455501655
986,2025-12-04 17:51:09.109377,1.1171626,93.68526998231854
987,2025-12-04 17:51:09.367152,1.2780415,93.64378655302171
988,2025-12-04 17:51:09.381347,1.2007338,93.59718003354944
989,2025-12-04 17:51:09.417596,1.1766896,93.48478940925783
990,2025-12-04 17:51:09.447796,1.0525703,93.59690801106225
